Operator name,cluster,Sub-cluster,line,Because,alternative,Signage,Station arrangements,Station number,Station name,Activity at the station,Name of first download station,Distance from previous station,Distance from departure station,Travel time from departure station,Long,Lat,City,Street,No. Home
Superbus,The valleys,Yokneam,9,2,0,9,34,40922,Alonim / Ben Gurion Square,Collect and download,Almonds / Goddess,398,11811,32.46666718,35.130334,32.722097,Kiryat Tiv'on,Ben Gurion Square,-
Superbus,The valleys,Yokneam,9,2,0,9,35,40923,Almonds / Goddess,Collect and download,Almonds / Violets,378,12189,33.21666718,35.133575,32.723715,Kiryat Tiv'on,The almonds,4
Superbus,The valleys,Yokneam,9,2,0,9,36,40924,Almonds / Violets,Collect and download,String / Almond School,323,12512,34,35.135887,32.725658,Kiryat Tiv'on,The almonds,18
Superbus,The valleys,Yokneam,9,2,0,9,37,47274,String / Almond School,Collect and download,Almonds / Roses,199,12711,34.41666794,35.13777,32.726372,Kiryat Tiv'on,The almonds,34
Superbus,The valleys,Yokneam,9,2,0,9,38,40928,Almonds / Roses,Collect and download,Almonds / Ramat Hadassah,286,12997,35.01666641,35.14056,32.727192,Kiryat Tiv'on,The almonds,52
Superbus,The valleys,Yokneam,9,2,0,9,39,40929,Almonds / Ramat Hadassah,Collect and download,Ramat Tivon Square,349,13346,35.86666489,35.143809,32.7286,Kiryat Tiv'on, ,-
Superbus,The valleys,Yokneam,9,2,0,9,40,42186,Ramat Tivon Square,Collect and download,Honeysuckle / sage,322,13668,36.54999924,35.145063,32.731062,Kiryat Tiv'on,7515,-
Superbus,The valleys,Yokneam,9,2,0,9,41,42187,Honeysuckle / sage,Collect and download,Zabidat branch,167,13835,36.68333435,35.143874,32.731862,Kiryat Tiv'on,7515,-
Superbus,The valleys,Yokneam,9,2,0,9,42,53381,Zabidat branch,Collect and download,Landscape branching,824,14659,37.48333359,35.137763,32.736037,Basmat Tivon,7515,-
Superbus,The valleys,Yokneam,9,2,0,9,43,53535,Landscape branching,Collect and download,Hilaf / Southern Square,456,15115,38.06666565,35.137767,32.739048,Basmat Tivon,762,-
Superbus,The valleys,Yokneam,9,2,0,9,44,53534,Hilaf / Southern Square,Collect and download,Hilaf / Northern Square,1220,16335,41.33333206,35.147542,32.74207,Basmat Tivon,Elnhada,-
Superbus,The valleys,Yokneam,9,2,0,9,45,59658,Hilaf / Northern Square,Collect and download,Golan / Hermon,592,16927,43.5,35.147956,32.747191,Basmat Tivon,Elnhada,-
Superbus,The valleys,Yokneam,9,2,0,9,46,53524,Golan / Hermon,Collect and download,Tavor / Arbel,1246,18173,47.28333282,35.146728,32.756219,Scenic,Golan,8
Superbus,The valleys,Yokneam,9,2,0,9,47,59653,Tavor / Arbel,Collect and download,'Tavor d,478,18651,48.36666489,35.146183,32.757412,Scenic,Tavor,28
Superbus,The valleys,Yokneam,9,2,0,9,48,59654,'Tavor d,Collect and download,'Tavor b,512,19163,49.48333359,35.141087,32.758485,Scenic,Tavor,76
Superbus,The valleys,Yokneam,9,2,0,9,49,59655,'Tavor b,Collect and download,Tavor / Golan,324,19487,50.15000153,35.140408,32.756155,Scenic,Tavor,94
Superbus,The valleys,Yokneam,9,2,0,9,50,59656,Tavor / Golan,Collect and download,Golan / Hermon,561,20048,51.43333435,35.142962,32.756098,Scenic,Golan,-
Superbus,The valleys,Yokneam,9,2,0,9,51,59652,Golan / Hermon,Collect and download,The Galilee / Golan Heights,311,20359,52.09999847,35.146056,32.756283,Scenic,Golan,-
Superbus,The valleys,Yokneam,9,2,0,9,52,59651,The Galilee / Golan Heights,Collect and download,The Galilee / Summit,515,20874,53.29999924,35.148504,32.758186,Scenic,The Galilee,-
Superbus,The valleys,Yokneam,9,2,0,9,53,53519,The Galilee / Summit,Collect and download,The Galilee / Tzafririm,494,21368,54.29999924,35.148792,32.762607,Scenic,The Galilee,-
Superbus,The valleys,Yokneam,9,2,0,9,54,53520,The Galilee / Tzafririm,Collect and download,The Galilee / Carmel,326,21694,55.01666641,35.147203,32.764533,Scenic,The Galilee,-
Superbus,The valleys,Yokneam,9,2,0,9,55,53521,The Galilee / Carmel,Collect and download,HMO / Galilee,310,22004,55.70000076,35.145586,32.762348,Scenic,The Galilee,-
Superbus,The valleys,Yokneam,9,2,0,9,56,53522,HMO / Galilee,Download Only,-,256,22260,56.25,35.147472,32.760689,Scenic,The Galilee,-
Superbus,The valleys,Yokneam,9,2,2,9,1,54841,A. Kfar Yehoshua train / collection,Collect only,Kfar Yehoshua / Kiryat Haroshet Interchange,0,0,0,35.126798,32.680897,Joshua Village, ,-
Superbus,The valleys,Yokneam,9,2,2,9,2,56341,Kfar Yehoshua / Kiryat Haroshet Interchange,Collect and download,Ma'ale Avshalom / Colorful,1040,1040,1.25,35.120611,32.683937,Jezreel Valley,7224,-
Superbus,The valleys,Yokneam,9,2,2,9,3,42591,Ma'ale Avshalom / Colorful,Collect and download,'Ma'ale Avshalom a,1363,2403,2.766666651,35.111034,32.690626,Kiryat Tiv'on,Ma'ale Avshalom,10
Superbus,The valleys,Yokneam,9,2,2,9,4,46933,'Ma'ale Avshalom a,Collect and download,'Ma'ale Avshalom b,196,2599,3.549999952,35.110988,32.692363,Kiryat Tiv'on,Ma'ale Avshalom,18
Superbus,The valleys,Yokneam,9,2,2,9,5,42592,'Ma'ale Avshalom b,Collect and download,'Ma'ale Avshalom c,115,2714,4.016666889,35.11028,32.693197,Kiryat Tiv'on,Ma'ale Avshalom,30
Superbus,The valleys,Yokneam,9,2,2,9,6,46932,'Ma'ale Avshalom c,Collect and download,'Ma'ale Avshalom d,326,3040,5.316666603,35.10919,32.695945,Kiryat Tiv'on,Ma'ale Avshalom,50
Superbus,The valleys,Yokneam,9,2,2,9,7,46929,'Ma'ale Avshalom d,Collect and download,'Ma'ale Avshalom and,246,3286,6.183333397,35.110111,32.697686,Kiryat Tiv'on,Ma'ale Avshalom,60
Superbus,The valleys,Yokneam,9,2,2,9,8,46928,'Ma'ale Avshalom and,Collect and download,Rotem / The Rubber,397,3683,7.900000095,35.11222,32.700552,Kiryat Tiv'on,Ma'ale Avshalom,-
Superbus,The valleys,Yokneam,9,2,2,9,9,42604,Rotem / The Rubber,Collect and download,Rotem / The Colorful,608,4291,9.733333588,35.11063,32.699948,Kiryat Tiv'on,Rotem,25
Superbus,The valleys,Yokneam,9,2,2,9,10,46931,Rotem / The Colorful,Collect and download,The colored / crocus,142,4433,10.05000019,35.109116,32.699925,Kiryat Tiv'on,Rotem,-
Superbus,The valleys,Yokneam,9,2,2,9,11,48002,The colored / crocus,Collect and download,The colorful,322,4755,11.25,35.108238,32.696351,Kiryat Tiv'on,The colorful,49
Superbus,The valleys,Yokneam,9,2,2,9,12,48000,The colorful,Collect and download,The colorful / Maale Avshalom,448,5203,12.91666698,35.109148,32.693655,Kiryat Tiv'on,The colorful,31
Superbus,The valleys,Yokneam,9,2,2,9,13,47998,The colorful / Maale Avshalom,Collect and download,Henrietta Szold / Ma'ale Avshalom,200,5403,13.88333321,35.110017,32.692004,Kiryat Tiv'on,The colorful,15
Superbus,The valleys,Yokneam,9,2,2,9,14,41924,Henrietta Szold / Ma'ale Avshalom,Collect and download,Community Center / Henrietta Szold,374,5777,15.30000019,35.110449,32.68949,Kiryat Tiv'on,Henrietta Szold,15
Superbus,The valleys,Yokneam,9,2,2,9,15,41929,Community Center / Henrietta Szold,Collect and download,Herzl c,174,5951,15.6833334,35.109419,32.69079,Kiryat Tiv'on,Henrietta Szold,5
Superbus,The valleys,Yokneam,9,2,2,9,16,41930,Herzl c,Collect and download,Herzl d,577,6528,17.88333321,35.107677,32.695585,Kiryat Tiv'on,Benjamin Ze'ev Herzl,29
Superbus,The valleys,Yokneam,9,2,2,9,17,42589,Herzl d,Collect and download,Nahal Kedumim / Karkom,218,6746,18.76666641,35.107114,32.697486,Kiryat Tiv'on,Benjamin Ze'ev Herzl,13
Superbus,The valleys,Yokneam,9,2,2,9,18,41931,Nahal Kedumim / Karkom,Collect and download,Rotem / Deborah the prophetess,243,6989,19.73333359,35.106119,32.699405,Kiryat Tiv'on,Nahal Kedumim,-
Superbus,The valleys,Yokneam,9,2,2,9,19,42444,Rotem / Deborah the prophetess,Collect and download,Rotem / The Rubber,212,7201,20.08333397,35.10774,32.699894,Kiryat Tiv'on,Rotem,14
Superbus,The valleys,Yokneam,9,2,2,9,20,47994,Rotem / The Rubber,Collect and download,Mota Gur / Haim Barlev,226,7427,20.63333321,35.110148,32.699948,Kiryat Tiv'on,Rotem,22
Superbus,The valleys,Yokneam,9,2,2,9,21,42585,Mota Gur / Haim Barlev,Collect and download,Kfar Tikva / Mordechai Mota Gur branch,884,8311,22.70000076,35.114203,32.705292,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,9,2,2,9,22,47039,Kfar Tikva / Mordechai Mota Gur branch,Collect and download,Mordechai Gur / Yitzhak Rabin,104,8415,22.89999962,35.114801,32.706085,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,9,2,2,9,23,42587,Mordechai Gur / Yitzhak Rabin,Collect and download,Yitzhak Rabin / JNF,252,8667,23.38333321,35.116214,32.708023,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,9,2,2,9,24,42459,Yitzhak Rabin / JNF,Collect and download,KKL / The Valley,451,9118,24.56666756,35.115589,32.711337,Kiryat Tiv'on,Yitzhak Rabin,-
Superbus,The valleys,Yokneam,9,2,2,9,25,40907,KKL / The Valley,Collect and download,KKL / Yigal Alon,190,9308,25.33333397,35.117191,32.71211,Kiryat Tiv'on,KKL,59
Superbus,The valleys,Yokneam,9,2,2,9,26,46927,KKL / Yigal Alon,Collect and download,Kiryat Amal School / JNF,128,9436,25.83333397,35.118519,32.712346,Kiryat Tiv'on,KKL,47
Superbus,The valleys,Yokneam,9,2,2,9,27,41623,Kiryat Amal School / JNF,Collect and download,Joshua Hankin / Katzenelson,367,9803,27.29999924,35.121704,32.710808,Kiryat Tiv'on,KKL,19
Superbus,The valleys,Yokneam,9,2,2,9,28,46923,Joshua Hankin / Katzenelson,Collect and download,Mordechai / Yehoshua Hankin,554,10357,28.96666718,35.122978,32.709112,Kiryat Tiv'on,Joshua Hankin,7
Superbus,The valleys,Yokneam,9,2,2,9,29,40910,Mordechai / Yehoshua Hankin,Collect and download,Mordechai / Fish Brothers Alley,348,10705,30.03333282,35.121239,32.706938,Kiryat Tiv'on,Mordechai,20
Superbus,The valleys,Yokneam,9,2,2,9,30,41548,Mordechai / Fish Brothers Alley,Collect and download,Mordechai / Golomov,221,10926,30.93333244,35.120967,32.705015,Kiryat Tiv'on,Mordechai,56
Superbus,The valleys,Yokneam,9,2,2,9,31,41549,Mordechai / Golomov,Collect and download,Golomb / Katzenelson,242,11168,31.88333321,35.121817,32.702966,Kiryat Tiv'on,Mordechai,86
Superbus,The valleys,Yokneam,9,2,2,9,32,41551,Golomb / Katzenelson,Collect and download,Golomov / Katzenelson,350,11518,33.29999924,35.122372,32.704776,Kiryat Tiv'on,Golomb,25
Superbus,The valleys,Yokneam,9,2,2,9,33,41552,Golomov / Katzenelson,Collect and download,Katzenelson / Alexander Zeid,158,11676,33.91666794,35.122547,32.706152,Kiryat Tiv'on,Golomb,11
Superbus,The valleys,Yokneam,9,2,2,9,34,40911,Katzenelson / Alexander Zeid,Collect and download,ORT School,163,11839,34.46666718,35.123618,32.706901,Kiryat Tiv'on,Katzenelson,4
Superbus,The valleys,Yokneam,9,2,2,9,35,46925,ORT School,Collect and download,Server 1,205,12044,35.08333206,35.12499,32.705742,Kiryat Tiv'on,Server,23
Superbus,The valleys,Yokneam,9,2,2,9,36,41725,Server 1,Collect and download,Sharett / Katzenelson,117,12161,35.63333511,35.125919,32.705057,Kiryat Tiv'on,Server,19
Superbus,The valleys,Yokneam,9,2,2,9,37,41726,Sharett / Katzenelson,Collect and download,Katzenelson / Ben Zvi,313,12474,36.81666565,35.126823,32.706458,Kiryat Tiv'on,Server,7
Superbus,The valleys,Yokneam,9,2,2,9,38,46924,Katzenelson / Ben Zvi,Collect and download,Swimming Pool,315,12789,37.81666565,35.12599,32.708261,Kiryat Tiv'on,Katzenelson,26
Superbus,The valleys,Yokneam,9,2,2,9,39,41639,Swimming Pool,Collect and download,Hannah Szenes / Jezreel,266,13055,38.41666794,35.125995,32.710523,Kiryat Tiv'on,Ben-Zvi,3
Superbus,The valleys,Yokneam,9,2,2,9,40,47023,Hannah Szenes / Jezreel,Collect and download,Hannah Szenes / Jezreel,252,13307,39,35.12808,32.710896,Kiryat Tiv'on,Hannah Szenes,13
Superbus,The valleys,Yokneam,9,2,2,9,41,40914,Hannah Szenes / Jezreel,Collect and download,Hannah Szenes / Ben Zvi,314,13621,39.28333282,35.129519,32.71089,Kiryat Tiv'on,Hannah Szenes,2
Superbus,The valleys,Yokneam,9,2,2,9,42,40915,Hannah Szenes / Ben Zvi,Collect and download,Zionism Square,207,13828,39.40000153,35.127364,32.711084,Kiryat Tiv'on,Hannah Szenes,26
Superbus,The valleys,Yokneam,9,2,2,9,43,40913,Zionism Square,Collect and download,Kiryat Tivon / Alonim Junction,327,14155,40.86666489,35.124966,32.711705,Kiryat Tiv'on,Alexander Zaid,3
Superbus,The valleys,Yokneam,9,2,2,9,44,41550,Kiryat Tivon / Alonim Junction,Collect and download,Oaks / Pomegranates,91,14246,41.28333282,35.125251,32.712488,Kiryat Tiv'on,The oaks,-
Superbus,The valleys,Yokneam,9,2,2,9,45,41640,Oaks / Pomegranates,Collect and download,Oaks / White Alley,304,14550,42.01666641,35.124775,32.715177,Kiryat Tiv'on,The oaks,-
Superbus,The valleys,Yokneam,9,2,2,9,46,40918,Oaks / White Alley,Collect and download,Pomegranate school,396,14946,42.84999847,35.126569,32.716866,Kiryat Tiv'on,The oaks,24
Superbus,The valleys,Yokneam,9,2,2,9,47,40919,Pomegranate school,Collect and download,Oaks / pool,233,15179,43.40000153,35.128895,32.71703,Kiryat Tiv'on,The oaks,46
Superbus,The valleys,Yokneam,9,2,2,9,48,40920,Oaks / pool,Collect and download,Alonim / Ben Gurion Square,221,15400,43.88333511,35.129594,32.718814,Kiryat Tiv'on,The oaks,64
Superbus,The valleys,Yokneam,9,2,2,9,49,40922,Alonim / Ben Gurion Square,Collect and download,Almonds / Goddess,399,15799,44.75,35.130334,32.722097,Kiryat Tiv'on,Ben Gurion Square,-
Superbus,The valleys,Yokneam,9,2,2,9,50,40923,Almonds / Goddess,Collect and download,Almonds / Violets,377,16176,45.5,35.133575,32.723715,Kiryat Tiv'on,The almonds,4
Superbus,The valleys,Yokneam,9,2,2,9,51,40924,Almonds / Violets,Collect and download,String / Almond School,323,16499,46.28333282,35.135887,32.725658,Kiryat Tiv'on,The almonds,18
Superbus,The valleys,Yokneam,9,2,2,9,52,47274,String / Almond School,Collect and download,Almonds / Roses,199,16698,46.70000076,35.13777,32.726372,Kiryat Tiv'on,The almonds,34
Superbus,The valleys,Yokneam,9,2,2,9,53,40928,Almonds / Roses,Collect and download,Almonds / Ramat Hadassah,287,16985,47.28333282,35.14056,32.727192,Kiryat Tiv'on,The almonds,52
Superbus,The valleys,Yokneam,9,2,2,9,54,40929,Almonds / Ramat Hadassah,Collect and download,Ramat Tivon Square,348,17333,48.15000153,35.143809,32.7286,Kiryat Tiv'on, ,-
Superbus,The valleys,Yokneam,9,2,2,9,55,42186,Ramat Tivon Square,Collect and download,Honeysuckle / sage,322,17655,48.83333206,35.145063,32.731062,Kiryat Tiv'on,7515,-
Superbus,The valleys,Yokneam,9,2,2,9,56,42187,Honeysuckle / sage,Collect and download,Zabidat branch,167,17822,48.96666718,35.143874,32.731862,Kiryat Tiv'on,7515,-
Superbus,The valleys,Yokneam,9,2,2,9,57,53381,Zabidat branch,Collect and download,Landscape branching,825,18647,49.76666641,35.137763,32.736037,Basmat Tivon,7515,-
Superbus,The valleys,Yokneam,9,2,2,9,58,53535,Landscape branching,Collect and download,Hilaf / Southern Square,455,19102,50.34999847,35.137767,32.739048,Basmat Tivon,762,-
Superbus,The valleys,Yokneam,9,2,2,9,59,53534,Hilaf / Southern Square,Collect and download,Hilaf / Northern Square,1220,20322,53.61666489,35.147542,32.74207,Basmat Tivon,Elnhada,-
Superbus,The valleys,Yokneam,9,2,2,9,60,59658,Hilaf / Northern Square,Collect and download,Golan / Hermon,592,20914,55.78333282,35.147956,32.747191,Basmat Tivon,Elnhada,-
Superbus,The valleys,Yokneam,9,2,2,9,61,53524,Golan / Hermon,Collect and download,Tavor / Arbel,1246,22160,59.56666565,35.146728,32.756219,Scenic,Golan,8
Superbus,The valleys,Yokneam,9,2,2,9,62,59653,Tavor / Arbel,Collect and download,'Tavor d,479,22639,60.65000153,35.146183,32.757412,Scenic,Tavor,28
Superbus,The valleys,Yokneam,9,2,2,9,63,59654,'Tavor d,Collect and download,'Tavor b,511,23150,61.76666641,35.141087,32.758485,Scenic,Tavor,76
Superbus,The valleys,Yokneam,9,2,2,9,64,59655,'Tavor b,Collect and download,Tavor / Golan,325,23475,62.43333435,35.140408,32.756155,Scenic,Tavor,94
Superbus,The valleys,Yokneam,9,2,2,9,65,59656,Tavor / Golan,Collect and download,Golan / Hermon,560,24035,63.70000076,35.142962,32.756098,Scenic,Golan,-
Superbus,The valleys,Yokneam,9,2,2,9,66,59652,Golan / Hermon,Collect and download,The Galilee / Golan Heights,311,24346,64.3833313,35.146056,32.756283,Scenic,Golan,-
Superbus,The valleys,Yokneam,9,2,2,9,67,59651,The Galilee / Golan Heights,Collect and download,The Galilee / Summit,516,24862,65.58333588,35.148504,32.758186,Scenic,The Galilee,-
Superbus,The valleys,Yokneam,9,2,2,9,68,53519,The Galilee / Summit,Collect and download,The Galilee / Tzafririm,493,25355,66.58333588,35.148792,32.762607,Scenic,The Galilee,-
Superbus,The valleys,Yokneam,9,2,2,9,69,53520,The Galilee / Tzafririm,Collect and download,The Galilee / Carmel,326,25681,67.30000305,35.147203,32.764533,Scenic,The Galilee,-
Superbus,The valleys,Yokneam,9,2,2,9,70,53521,The Galilee / Carmel,Collect and download,HMO / Galilee,310,25991,67.96666718,35.145586,32.762348,Scenic,The Galilee,-
Superbus,The valleys,Yokneam,9,2,2,9,71,53522,HMO / Galilee,Download Only,-,256,26247,68.53333282,35.147472,32.760689,Scenic,The Galilee,-
Superbus,The valleys,Afula,42,1,0,42,1,52174,A. Central Afula / Platforms,Collect only,-,0,0,0,35.292792,32.608766,Afula, ,-
Superbus,The valleys,Afula,42,1,0,42,2,55624,Histadrut / Sd. Yitzhak Rabin,Collect and download,-,1204,1204,3.700000048,35.296556,32.613213,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,42,1,0,42,3,55240,Breast. Yitzhak Rabin / Ben Gurion Road,Collect and download,-,465,1669,5,35.300608,32.615573,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,42,1,0,42,4,55047,Valley Hospital,Collect and download,-,1400,3070,7.400000095,35.313821,32.621365,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,42,1,0,42,5,55049,Valley Hospital Administration,Collect and download,-,389,3460,7.800000191,35.317386,32.623146,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,42,1,0,42,6,56020,Golani Road / David Elazar,Collect and download,-,616,4076,8.800000191,35.322405,32.626528,Afula,Golani Road,-
Superbus,The valleys,Afula,42,1,0,42,7,55400,Golani Road / Komemiyut,Collect and download,-,646,4722,9.800000191,35.327745,32.6298,Afula,Golani Road,-
Superbus,The valleys,Afula,42,1,0,42,8,55386,Branching Nin,Collect and download,-,2092,6815,11.5,35.344602,32.640019,great grandchild,65,-
Superbus,The valleys,Afula,42,1,0,42,9,55333,Dovrat / Alon Tavor branch,Collect and download,-,931,7746,13,35.353122,32.644313,great grandchild,65,-
Superbus,The valleys,Afula,42,1,0,42,10,55340,Youth Junction,Collect and download,-,2033,9780,14.69999981,35.373147,32.650181,Jezreel Valley,65,-
Superbus,The valleys,Afula,42,1,0,42,11,55508,Tavor Junction,Collect and download,-,2373,12154,16.79999924,35.393065,32.662863,Jezreel Valley,65,-
Superbus,The valleys,Afula,42,1,0,42,12,54558,Umm al-Ganem / exit,Collect and download,-,1623,13778,18,35.391877,32.67405,Without,Abu Madwar,-
Superbus,The valleys,Afula,42,1,0,42,13,55010,Umm al-Ghanem Junction,Collect and download,-,1168,14947,26.79999924,35.396799,32.664906,Jezreel Valley,65,-
Superbus,The valleys,Afula,42,1,0,42,14,55504,Gazit Junction,Collect and download,-,2294,17241,28.60000038,35.4132,32.678249,Kfar Tavor,7276,-
Superbus,The valleys,Afula,42,1,0,42,15,55220,Kish Kfar A.,Collect and download,-,4678,21920,33.09999847,35.449451,32.666898,Kish Village,The founders,-
Superbus,The valleys,Afula,42,1,0,42,16,55221,Kish Village b,Collect and download,-,459,22379,34.09999847,35.446602,32.664604,Kish Village,The fig,-
Superbus,The valleys,Afula,42,1,0,42,17,55469,Ein Dor A.,Collect and download,-,3890,26270,37.79999924,35.417474,32.657127,Ein Dor, ,-
Superbus,The valleys,Afula,42,1,0,42,18,55470,Ein Dor b,Collect and download,-,337,26607,38.40000153,35.418714,32.655089,Ein Dor, ,-
Superbus,The valleys,Afula,42,1,0,42,19,55397,Ein Dor branch,Collect and download,-,594,27202,38.90000153,35.423815,32.653904,Kfar Misser,7276,-
Superbus,The valleys,Afula,42,1,0,42,20,54523,Western entrance,Collect and download,-,967,28169,39.70000076,35.419697,32.646371,Kfar Misser, ,-
Superbus,The valleys,Afula,42,1,0,42,21,54525,grocery,Collect and download,-,88,28257,39.90000153,35.420504,32.646077,Kfar Misser, ,-
Superbus,The valleys,Afula,42,1,0,42,22,54526,mosque,Collect and download,-,202,28460,40.40000153,35.422299,32.645221,Kfar Misser, ,-
Superbus,The valleys,Afula,42,1,0,42,23,55219,Kfar Mitzar,Collect and download,-,416,28877,41.09999847,35.421825,32.642362,Kfar Misser,7276,-
Superbus,The valleys,Afula,42,1,0,42,24,55562,Gazit,Collect and download,-,2481,31359,43.20000076,35.445787,32.635809,Gazit, ,-
Superbus,The valleys,Afula,42,1,0,42,25,55070,club,Download Only,-,373,31732,44.09999847,35.447735,32.637592,Gazit, ,-
Superbus,The valleys,Afula,42,2,0,42,1,55070,club,Collect only,-,0,0,0,35.447735,32.637592,Gazit, ,-
Superbus,The valleys,Afula,42,2,0,42,2,55561,Gazit,Collect and download,-,414,414,0.800000012,35.445319,32.635932,Gazit, ,-
Superbus,The valleys,Afula,42,2,0,42,3,54528,Southern entrance,Collect and download,-,2582,2996,3.099999905,35.421346,32.643239,Kfar Misser, ,-
Superbus,The valleys,Afula,42,2,0,42,4,54527,mosque,Collect and download,-,235,3231,3.599999905,35.422287,32.645183,Kfar Misser, ,-
Superbus,The valleys,Afula,42,2,0,42,5,54524,grocery,Collect and download,-,203,3435,4,35.420625,32.646063,Kfar Misser, ,-
Superbus,The valleys,Afula,42,2,0,42,6,54522,Western exit,Collect and download,-,114,3549,4.300000191,35.419666,32.646484,Kfar Misser, ,-
Superbus,The valleys,Afula,42,2,0,42,7,55353,Branching Kfar Mitzar,Collect and download,-,103,3653,4.400000095,35.419439,32.647291,Kfar Misser,7276,-
Superbus,The valleys,Afula,42,2,0,42,8,55469,Ein Dor A.,Collect and download,-,1814,5467,6.199999809,35.417474,32.657127,Ein Dor, ,-
Superbus,The valleys,Afula,42,2,0,42,9,55470,Ein Dor b,Collect and download,-,272,5739,6.800000191,35.418714,32.655089,Ein Dor, ,-
Superbus,The valleys,Afula,42,2,0,42,10,55398,Ein Dor branch,Collect and download,-,593,6333,7.300000191,35.424424,32.65446,Jezreel Valley,7276,-
Superbus,The valleys,Afula,42,2,0,42,11,55220,Kish Kfar A.,Collect and download,-,3389,9722,10.80000019,35.449451,32.666898,Kish Village,The founders,-
Superbus,The valleys,Afula,42,2,0,42,12,55221,Kish Village b,Collect and download,-,459,10182,11.69999981,35.446602,32.664604,Kish Village,The fig,-
Superbus,The valleys,Afula,42,2,0,42,13,55503,Gazit Junction,Collect and download,-,4521,14703,15.80000019,35.41038,32.678026,Kfar Tavor,65,-
Superbus,The valleys,Afula,42,2,0,42,14,56844,Umm al-Ganem / 65,Collect and download,-,1031,15735,16.60000038,35.404109,32.670745,Kfar Tavor,65,-
Superbus,The valleys,Afula,42,2,0,42,15,54558,Umm al-Ganem / exit,Collect and download,-,2257,17993,18.29999924,35.391877,32.67405,Without,Abu Madwar,-
Superbus,The valleys,Afula,42,2,0,42,16,56822,Umm al-Ghanem Junction,Collect and download,-,1217,19210,19.20000076,35.395219,32.664532,Jezreel Valley,65,-
Superbus,The valleys,Afula,42,2,0,42,17,55510,Tavor Junction,Collect and download,-,452,19662,19.89999962,35.391683,32.661784,Jezreel Valley,65,-
Superbus,The valleys,Afula,42,2,0,42,18,56711,Youth Junction,Collect and download,-,2328,21991,21.89999962,35.37213,32.649359,Jezreel Valley,65,-
Superbus,The valleys,Afula,42,2,0,42,19,55334,Dovrat branch,Collect and download,-,2163,24154,24.10000038,35.350563,32.643276,Jezreel Valley,65,-
Superbus,The valleys,Afula,42,2,0,42,20,55387,Branching Nin,Collect and download,-,810,24965,24.79999924,35.343262,32.639402,Afula,65,-
Superbus,The valleys,Afula,42,2,0,42,21,55401,Golani / Kaplan Road,Collect and download,-,2081,27046,27.10000038,35.326385,32.629562,Afula,Golani Road,-
Superbus,The valleys,Afula,42,2,0,42,22,55326,Yitzhak Rabin / David Elazar,Collect and download,-,664,27711,28.20000076,35.320928,32.626094,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,42,2,0,42,23,55048,Valley Hospital,Collect and download,-,802,28513,29.10000038,35.314292,32.621714,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,42,2,0,42,24,55069,Breast. Yitzhak Rabin / Ben Gurion Road,Collect and download,-,1589,30103,32,35.29938,32.615003,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,42,2,0,42,25,52152,A. Afula Central / Download,Download Only,-,1771,31874,38.40000153,35.29259,32.609214,Afula, ,-
Superbus,The valleys,Yokneam,74,2,0,74,1,52586,To Jabal / Yitzhak Rabin Road,Collect only,Saadia Comprehensive School,0,0,0,35.160189,32.740666,Basmat Tivon,Through Yitzhak Rabin,55
Superbus,The valleys,Yokneam,74,2,0,74,2,52587,Saadia Comprehensive School,Collect and download,Kindergartens Center,312,312,0.883333325,35.158454,32.739302,Basmat Tivon,Through Yitzhak Rabin,37
Superbus,The valleys,Yokneam,74,2,0,74,3,52375,Kindergartens Center,Collect and download,Civic Center Square,354,666,1.666666627,35.155703,32.737785,Basmat Tivon,Through Yitzhak Rabin,32
Superbus,The valleys,Yokneam,74,2,0,74,4,52376,Civic Center Square,Collect and download,Yitzhak Rabin / Al Zohar,233,899,2.166666746,35.153651,32.736632,Basmat Tivon,Through Yitzhak Rabin,25
Superbus,The valleys,Yokneam,74,2,0,74,5,41517,Yitzhak Rabin / Al Zohar,Collect and download,Ramat Tivon Square,375,1274,2.983333349,35.152917,32.733788,Basmat Tivon,Through Yitzhak Rabin,-
Superbus,The valleys,Yokneam,74,2,0,74,6,41946,Ramat Tivon Square,Collect and download,Almonds / Ramat Hadassah,1119,2393,4.716666698,35.144964,32.731022,Kiryat Tiv'on,7515,-
Superbus,The valleys,Yokneam,74,2,0,74,7,40930,Almonds / Ramat Hadassah,Collect and download,The almonds / daisies,373,2766,5.533333302,35.143273,32.728178,Kiryat Tiv'on,The almonds,59
Superbus,The valleys,Yokneam,74,2,0,74,8,40931,The almonds / daisies,Collect and download,String School,302,3068,6.199999809,35.14031,32.727152,Kiryat Tiv'on,The almonds,37
